County,Start date,End date,"w, alpha","beta, gamma, ups"
Fresno_California_UnitedStates,2020-05-11,2020-05-25,"(0.05, 0.05)",[0.0382564  0.00705081 0.01524221]
Fresno_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.03602098 0.00616278 0.01845082]
Fresno_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[0.04562488 0.00926628 0.01362983]
Fresno_California_UnitedStates,2020-06-22,2020-07-06,"(0.25, 0.05)",[0.04560567 0.0063882  0.00271554]
Fresno_California_UnitedStates,2020-07-06,2020-07-20,"(0.6000000000000001, 0.05)",[0.04298889 0.00737326 0.00467329]
Fresno_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.05787737 0.01820629 0.0064242 ]
Fresno_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.03565808 0.01718494 0.00577905]
Fresno_California_UnitedStates,2020-08-17,2020-08-31,"(0.05, 0.05)",[0.08161829 0.01218274 0.00511251]
Fresno_California_UnitedStates,2020-08-31,2020-09-14,"(0.1, 0.05)",[0.02542135 0.01213821 0.00329735]
Fresno_California_UnitedStates,2020-09-14,2020-09-28,"(0.6000000000000001, 0.05)",[0.01060789 0.0068444  0.00315357]
Kern_California_UnitedStates,2020-03-02,2020-03-16,"(0.05, 0.05)",[0. 0. 0.]
Kern_California_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 2.84882899e-01 -2.36862030e-07  1.36981423e-01]
Kern_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[9.47095476e-02 5.02300106e-06 1.48006158e-02]
Kern_California_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[0.08323579 0.04794735 0.00317128]
Kern_California_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[0.06277217 0.02496712 0.01743924]
Kern_California_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[0.0528205  0.02492342 0.01328246]
Kern_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.05474496 0.02406954 0.0089747 ]
Kern_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[0.04593313 0.02098107 0.0064693 ]
Kern_California_UnitedStates,2020-06-22,2020-07-06,"(0.6000000000000001, 0.05)",[0.03696515 0.01494462 0.00832411]
Kern_California_UnitedStates,2020-07-06,2020-07-20,"(0.6000000000000001, 0.05)",[0.04674047 0.01255535 0.00411007]
Kern_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.10249154 0.00468091 0.00359287]
Kern_California_UnitedStates,2020-08-03,2020-08-17,"(0.1, 0.05)",[0.03914901 0.00907152 0.00433675]
Kern_California_UnitedStates,2020-08-17,2020-08-31,"(0.15000000000000002, 0.05)",[-0.08844722 -0.0740536   0.00466637]
Kern_California_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[0.0630625  0.05589964 0.00339988]
Kern_California_UnitedStates,2020-09-14,2020-09-28,"(0.3, 0.05)",[-0.03977835 -0.03761323  0.00192638]
Orange_California_UnitedStates,2020-03-02,2020-03-16,"(0.6000000000000001, 0.05)",[ 3.09140507e-01 -1.48889506e-07 -7.44447528e-09]
Orange_California_UnitedStates,2020-03-16,2020-03-30,"(0.05, 0.05)",[2.14279031e-01 3.13390954e-06 6.23100178e-02]
Orange_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[6.55482995e-02 3.64216475e-06 1.39634436e-02]
Orange_California_UnitedStates,2020-04-13,2020-04-27,"(0.6000000000000001, 0.05)",[ 3.72134342e-02 -6.63288727e-07  1.47801043e-02]
Orange_California_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[ 3.88848725e-02 -4.39272963e-07  1.96584589e-02]
Orange_California_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[ 3.18340200e-02 -6.56886825e-07  3.04338703e-02]
Orange_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.04997671 0.02200248 0.01337661]
Orange_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[0.04173211 0.01393255 0.01695917]
Orange_California_UnitedStates,2020-06-22,2020-07-06,"(0.6000000000000001, 0.05)",[0.05290504 0.01541172 0.00837064]
Orange_California_UnitedStates,2020-07-06,2020-07-20,"(0.05, 0.05)",[0.05834532 0.01767117 0.00938391]
Orange_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.04795819 0.02004146 0.0086906 ]
Orange_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.02998302 0.01583901 0.00747438]
Orange_California_UnitedStates,2020-08-17,2020-08-31,"(0.6000000000000001, 0.05)",[0.01909179 0.01063546 0.00602358]
Orange_California_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[0.00952182 0.00559883 0.00342229]
Orange_California_UnitedStates,2020-09-14,2020-09-28,"(0.6000000000000001, 0.05)",[0.00681891 0.00305471 0.00467747]
Placer_California_UnitedStates,2020-03-02,2020-03-16,"(0.6000000000000001, 0.05)",[ 1.09757372e-01 -7.44411062e-07  2.74741273e-02]
Placer_California_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 1.82526132e-01 -1.63820369e-06 -8.19101845e-08]
Placer_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[3.53133747e-02 9.28298640e-06 2.95440204e-02]
Placer_California_UnitedStates,2020-04-13,2020-04-27,"(0.6000000000000001, 0.05)",[ 9.24980539e-03 -4.40578800e-08  1.13524875e-02]
Placer_California_UnitedStates,2020-04-27,2020-05-11,"(0.05, 0.05)",[1.13866682e-02 3.17014246e-10 1.58507123e-11]
Placer_California_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[0.1309367  0.11967838 0.01899941]
Placer_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[ 4.77768995e-02  9.58250641e-03 -2.78644419e-08]
Placer_California_UnitedStates,2020-06-08,2020-06-22,"(0.05, 0.05)",[6.79996632e-02 2.57570963e-02 3.27737920e-07]
Placer_California_UnitedStates,2020-06-22,2020-07-06,"(0.6000000000000001, 0.05)",[0.07185726 0.02811806 0.00125829]
Placer_California_UnitedStates,2020-07-06,2020-07-20,"(0.6000000000000001, 0.05)",[ 5.70410513e-02  2.84874533e-02 -5.21314661e-08]
Placer_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.05773641 0.02783076 0.00171758]
Placer_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.04336147 0.01922514 0.00852888]
Placer_California_UnitedStates,2020-08-17,2020-08-31,"(0.3, 0.05)",[-0.17552207 -0.18165071  0.00125149]
Placer_California_UnitedStates,2020-08-31,2020-09-14,"(0.15000000000000002, 0.05)",[0.12349795 0.10918578 0.00367658]
Placer_California_UnitedStates,2020-09-14,2020-09-28,"(0.1, 0.05)",[-0.07182265 -0.07042683  0.00336506]
Riverside_California_UnitedStates,2020-03-02,2020-03-16,"(0.6000000000000001, 0.05)",[ 3.35955947e-01 -2.08694721e-07 -1.04347360e-08]
Riverside_California_UnitedStates,2020-03-16,2020-03-30,"(0.05, 0.05)",[2.38009952e-01 9.05577695e-06 4.09438448e-02]
Riverside_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[0.09875704 0.01360969 0.05343742]
Riverside_California_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[0.06944571 0.0292908  0.03823656]
Riverside_California_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[0.05694619 0.02857807 0.02620251]
Riverside_California_UnitedStates,2020-05-11,2020-05-25,"(0.05, 0.05)",[0.03539477 0.01602705 0.01860013]
Riverside_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.03098842 0.01020953 0.01086392]
Riverside_California_UnitedStates,2020-06-08,2020-06-22,"(0.05, 0.05)",[0.03530068 0.0080743  0.00618137]
Riverside_California_UnitedStates,2020-06-22,2020-07-06,"(0.05, 0.05)",[0.03988367 0.00647946 0.00592512]
Riverside_California_UnitedStates,2020-07-06,2020-07-20,"(0.05, 0.05)",[0.03451163 0.00479294 0.0046979 ]
Riverside_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.02872062 0.0045245  0.00416049]
Riverside_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.0247116  0.00712539 0.00616204]
Riverside_California_UnitedStates,2020-08-17,2020-08-31,"(0.6000000000000001, 0.05)",[-0.13491903 -0.13606166  0.00345093]
Riverside_California_UnitedStates,2020-08-31,2020-09-14,"(0.2, 0.05)",[0.12489937 0.1065556  0.00216503]
Riverside_California_UnitedStates,2020-09-14,2020-09-28,"(0.15000000000000002, 0.05)",[-0.08216346 -0.07085387  0.00175923]
Sacramento_California_UnitedStates,2020-03-02,2020-03-16,"(0.6000000000000001, 0.05)",[ 3.13533983e-01 -6.45791556e-07 -3.36046067e-01]
Sacramento_California_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 1.33948376e-01 -4.03467206e-07  6.34707549e-02]
Sacramento_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[6.06071874e-02 1.87206820e-05 2.18142597e-02]
Sacramento_California_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[1.85020680e-02 3.69264108e-06 2.22342060e-02]
Sacramento_California_UnitedStates,2020-04-27,2020-05-11,"(0.05, 0.05)",[8.26726614e-03 5.72216554e-07 1.41506406e-02]
Sacramento_California_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[ 8.20596175e-03 -3.92280887e-08  3.78022228e-03]
Sacramento_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[ 1.46486141e-02 -9.91517867e-08  4.21406134e-03]
Sacramento_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[ 2.74133925e-02 -1.25723049e-06  5.06534722e-03]
Sacramento_California_UnitedStates,2020-06-22,2020-07-06,"(0.6000000000000001, 0.05)",[ 5.83262932e-02 -1.05252579e-05  1.57877489e-03]
Sacramento_California_UnitedStates,2020-07-06,2020-07-20,"(0.05, 0.05)",[3.38621493e-02 3.42096877e-05 6.01288306e-03]
Sacramento_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[1.88778667e-02 5.48395436e-05 6.94029164e-03]
Sacramento_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.05128321 0.02395967 0.0075471 ]
Sacramento_California_UnitedStates,2020-08-17,2020-08-31,"(0.05, 0.05)",[-0.20126035 -0.15956485  0.00592743]
Sacramento_California_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[0.11619893 0.10427036 0.00404781]
Sacramento_California_UnitedStates,2020-09-14,2020-09-28,"(0.1, 0.05)",[-0.07068518 -0.06626829  0.00397342]
SanBernardino_California_UnitedStates,2020-03-02,2020-03-16,"(0.05, 0.05)",[0. 0. 0.]
SanBernardino_California_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 2.36621795e-01 -4.32985655e-07  1.73443308e-01]
SanBernardino_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[1.22278427e-01 1.10079706e-05 6.70043180e-02]
SanBernardino_California_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[4.04454631e-02 2.11398886e-05 4.75391532e-02]
SanBernardino_California_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[ 5.26693231e-02 -5.00914145e-06  2.25759328e-02]
SanBernardino_California_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[ 3.56590227e-02 -1.83534219e-06  2.27091326e-02]
SanBernardino_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[ 2.50495302e-02 -3.96262153e-07  1.52766573e-02]
SanBernardino_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[ 3.17036438e-02 -1.28187810e-06  2.43679933e-03]
SanBernardino_California_UnitedStates,2020-06-22,2020-07-06,"(0.05, 0.05)",[2.83501540e-02 4.24865689e-05 4.60185127e-03]
SanBernardino_California_UnitedStates,2020-07-06,2020-07-20,"(0.15000000000000002, 0.05)",[-0.3670675  -0.36659906  0.00470226]
SanBernardino_California_UnitedStates,2020-07-20,2020-08-03,"(0.1, 0.05)",[0.0519641  0.02129012 0.00360781]
SanBernardino_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.03564883 0.01494262 0.00409573]
SanBernardino_California_UnitedStates,2020-08-17,2020-08-31,"(0.15000000000000002, 0.05)",[-0.19291922 -0.17011068  0.00300121]
SanBernardino_California_UnitedStates,2020-08-31,2020-09-14,"(0.4, 0.05)",[0.11811902 0.10672092 0.00343773]
SanBernardino_California_UnitedStates,2020-09-14,2020-09-28,"(0.6000000000000001, 0.05)",[-0.06962531 -0.07348458  0.00217015]
SanJoaquin_California_UnitedStates,2020-03-02,2020-03-16,"(0.05, 0.05)",[4.32874092e-01 6.61470189e-06 3.30735094e-07]
SanJoaquin_California_UnitedStates,2020-03-16,2020-03-30,"(0.05, 0.05)",[1.29006817e-01 1.32489472e-05 1.13398005e-01]
SanJoaquin_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[4.64929562e-02 6.11226749e-06 3.90667892e-02]
SanJoaquin_California_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[3.49331395e-02 1.02231824e-05 4.16793967e-02]
SanJoaquin_California_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[0.04039689 0.02784739 0.01068853]
SanJoaquin_California_UnitedStates,2020-05-11,2020-05-25,"(0.05, 0.05)",[0.02605805 0.01073112 0.00504589]
SanJoaquin_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.05635315 0.02002746 0.00932132]
SanJoaquin_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[0.1352273  0.03286465 0.00692664]
SanJoaquin_California_UnitedStates,2020-06-22,2020-07-06,"(0.05, 0.05)",[0.07470292 0.02258407 0.00235704]
SanJoaquin_California_UnitedStates,2020-07-06,2020-07-20,"(0.05, 0.05)",[0.04606952 0.00951788 0.00598385]
SanJoaquin_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.16441775 0.08044208 0.01339756]
SanJoaquin_California_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.03543863 0.01491192 0.01031099]
SanJoaquin_California_UnitedStates,2020-08-17,2020-08-31,"(0.2, 0.05)",[-0.19875773 -0.18363713  0.00265096]
SanJoaquin_California_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[0.11919654 0.10780653 0.00278018]
SanJoaquin_California_UnitedStates,2020-09-14,2020-09-28,"(0.25, 0.05)",[-0.07832617 -0.07218497  0.00379173]
Ventura_California_UnitedStates,2020-03-02,2020-03-16,"(0.6000000000000001, 0.05)",[ 5.26067520e-01 -3.45902752e-07 -1.72951376e-08]
Ventura_California_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 2.35343519e-01 -1.53552539e-06  2.60124742e-01]
Ventura_California_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[0.07926779 0.02508521 0.05590537]
Ventura_California_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[0.04012424 0.0152381  0.02160959]
Ventura_California_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[0.03836852 0.01571187 0.00229887]
Ventura_California_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[0.05783184 0.03020025 0.01946836]
Ventura_California_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.04204438 0.01755156 0.00498218]
Ventura_California_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[0.03898351 0.01299927 0.00443368]
Ventura_California_UnitedStates,2020-06-22,2020-07-06,"(0.05, 0.05)",[0.04783126 0.01200657 0.00237262]
Ventura_California_UnitedStates,2020-07-06,2020-07-20,"(0.6000000000000001, 0.05)",[0.04283414 0.01284817 0.00266539]
Ventura_California_UnitedStates,2020-07-20,2020-08-03,"(0.05, 0.05)",[0.04077107 0.0128232  0.00382162]
Ventura_California_UnitedStates,2020-08-03,2020-08-17,"(0.1, 0.05)",[0.04026612 0.0216728  0.00258372]
Ventura_California_UnitedStates,2020-08-17,2020-08-31,"(0.6000000000000001, 0.05)",[-0.16507754 -0.17240549  0.00457359]
Ventura_California_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[0.11782897 0.10828807 0.00268149]
Ventura_California_UnitedStates,2020-09-14,2020-09-28,"(0.6000000000000001, 0.05)",[-0.06749897 -0.07057708  0.00225037]
Douglas_Nebraska_UnitedStates,2020-03-02,2020-03-16,"(0.05, 0.05)",[2.87682323e-01 6.31548523e-06 3.15774261e-07]
Douglas_Nebraska_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 8.89770358e-02 -2.30630602e-07  1.24114286e-01]
Douglas_Nebraska_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[7.64097266e-02 5.22160548e-06 2.75772116e-02]
Douglas_Nebraska_UnitedStates,2020-04-13,2020-04-27,"(0.6000000000000001, 0.05)",[ 5.43374098e-02 -2.11886914e-06  2.55992563e-02]
Douglas_Nebraska_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[ 9.20058483e-02 -5.59046410e-06  1.16576461e-03]
Douglas_Nebraska_UnitedStates,2020-05-11,2020-05-25,"(0.05, 0.05)",[4.78099009e-02 4.50196315e-05 7.38933962e-03]
Douglas_Nebraska_UnitedStates,2020-05-25,2020-06-08,"(0.05, 0.05)",[0.03468283 0.00010698 0.01284904]
Douglas_Nebraska_UnitedStates,2020-06-08,2020-06-22,"(0.05, 0.05)",[2.03312008e-02 5.71113012e-06 8.61033764e-03]
Douglas_Nebraska_UnitedStates,2020-06-22,2020-07-06,"(0.25, 0.05)",[1.20825200e-02 3.60911230e-11 3.00745489e-03]
Douglas_Nebraska_UnitedStates,2020-07-06,2020-07-20,"(0.05, 0.05)",[1.49604652e-02 1.16617583e-05 3.68298275e-03]
Douglas_Nebraska_UnitedStates,2020-07-20,2020-08-03,"(0.6000000000000001, 0.05)",[ 1.35974699e-02 -5.78288767e-08  2.93685090e-03]
Douglas_Nebraska_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[ 1.08155062e-02 -7.78076329e-07  2.17250488e-03]
Douglas_Nebraska_UnitedStates,2020-08-17,2020-08-31,"(0.6000000000000001, 0.05)",[ 9.12280178e-03 -1.69618435e-06  1.34083018e-03]
Douglas_Nebraska_UnitedStates,2020-08-31,2020-09-14,"(0.05, 0.05)",[1.07741438e-02 4.38706543e-06 2.08168460e-03]
Douglas_Nebraska_UnitedStates,2020-09-14,2020-09-28,"(0.6000000000000001, 0.05)",[ 7.95872139e-03 -8.55035015e-07  1.96113613e-03]
Davidson_Tennessee_UnitedStates,2020-03-02,2020-03-16,"(0.05, 0.05)",[3.47370199e-01 7.62669115e-06 3.81334558e-07]
Davidson_Tennessee_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[ 1.35432762e-01 -1.25097974e-06  3.61669770e-03]
Davidson_Tennessee_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[0.12470268 0.06361731 0.01533803]
Davidson_Tennessee_UnitedStates,2020-04-13,2020-04-27,"(0.6000000000000001, 0.05)",[0.07705593 0.02369384 0.00560229]
Davidson_Tennessee_UnitedStates,2020-04-27,2020-05-11,"(0.05, 0.05)",[0.06617982 0.03346795 0.00220305]
Davidson_Tennessee_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[ 2.04195892e-02 -2.56098057e-07  1.01315204e-02]
Davidson_Tennessee_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[ 1.96484400e-02 -2.13473463e-06  7.11718616e-03]
Davidson_Tennessee_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[ 2.03987265e-02 -6.77976711e-07  4.24516623e-03]
Davidson_Tennessee_UnitedStates,2020-06-22,2020-07-06,"(0.6000000000000001, 0.05)",[ 3.09275156e-02 -6.42137086e-06  2.94945278e-03]
Davidson_Tennessee_UnitedStates,2020-07-06,2020-07-20,"(0.15000000000000002, 0.05)",[0.06900974 0.03275289 0.00450719]
Davidson_Tennessee_UnitedStates,2020-07-20,2020-08-03,"(0.15000000000000002, 0.05)",[0.04782815 0.02518271 0.00207807]
Davidson_Tennessee_UnitedStates,2020-08-03,2020-08-17,"(0.6000000000000001, 0.05)",[0.02015504 0.01017204 0.00071498]
Davidson_Tennessee_UnitedStates,2020-08-17,2020-08-31,"(0.6000000000000001, 0.05)",[0.01176928 0.00629922 0.00148731]
Davidson_Tennessee_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[-0.02047819 -0.02467978  0.00160373]
Davidson_Tennessee_UnitedStates,2020-09-14,2020-09-28,"(0.6000000000000001, 0.05)",[ 4.03867510e-03 -4.94314980e-08  1.97206721e-03]
Shelby_Tennessee_UnitedStates,2020-03-02,2020-03-16,"(0.05, 0.05)",[1.39184572e-01 1.13256782e-07 5.66283911e-09]
Shelby_Tennessee_UnitedStates,2020-03-16,2020-03-30,"(0.05, 0.05)",[1.76421072e-01 2.23507517e-05 1.11753758e-06]
Shelby_Tennessee_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[0.11847717 0.04155673 0.05738995]
Shelby_Tennessee_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[0.07123777 0.03447074 0.01347354]
Shelby_Tennessee_UnitedStates,2020-04-27,2020-05-11,"(0.05, 0.05)",[0.06323761 0.03512465 0.01301397]
Shelby_Tennessee_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[ 2.02528306e-02 -1.15575317e-06  6.48239497e-03]
Shelby_Tennessee_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[ 2.45215413e-02 -2.20468198e-06  1.04111063e-02]
Shelby_Tennessee_UnitedStates,2020-06-08,2020-06-22,"(0.6000000000000001, 0.05)",[ 2.25871333e-02 -2.24739739e-06  6.35466522e-03]
Shelby_Tennessee_UnitedStates,2020-06-22,2020-07-06,"(0.6000000000000001, 0.05)",[ 3.41818923e-02 -8.07906644e-06  4.21062456e-03]
Shelby_Tennessee_UnitedStates,2020-07-06,2020-07-20,"(0.6000000000000001, 0.05)",[0.06102947 0.03190892 0.00433064]
Shelby_Tennessee_UnitedStates,2020-07-20,2020-08-03,"(0.6000000000000001, 0.05)",[0.04892741 0.02557213 0.00338317]
Shelby_Tennessee_UnitedStates,2020-08-03,2020-08-17,"(0.1, 0.05)",[0.03328733 0.01215933 0.00224823]
Shelby_Tennessee_UnitedStates,2020-08-17,2020-08-31,"(0.6000000000000001, 0.05)",[0.01374591 0.00640056 0.00210527]
Shelby_Tennessee_UnitedStates,2020-08-31,2020-09-14,"(0.6000000000000001, 0.05)",[-0.02238729 -0.02522588  0.00237872]
Shelby_Tennessee_UnitedStates,2020-09-14,2020-09-28,"(0.05, 0.05)",[2.41223720e-02 3.19509051e-06 1.51558934e-03]
Harris_Texas_UnitedStates,2020-03-02,2020-03-16,"(0.6000000000000001, 0.05)",[ 1.39421083e-01 -9.13667496e-09 -4.56833748e-10]
Harris_Texas_UnitedStates,2020-03-16,2020-03-30,"(0.6000000000000001, 0.05)",[0.40012253 0.02113094 0.01027024]
Harris_Texas_UnitedStates,2020-03-30,2020-04-13,"(0.05, 0.05)",[0.13845965 0.01990192 0.02375021]
Harris_Texas_UnitedStates,2020-04-13,2020-04-27,"(0.05, 0.05)",[0.03952961 0.01697318 0.00731662]
Harris_Texas_UnitedStates,2020-04-27,2020-05-11,"(0.6000000000000001, 0.05)",[0.03766435 0.01290402 0.01707746]
Harris_Texas_UnitedStates,2020-05-11,2020-05-25,"(0.6000000000000001, 0.05)",[0.03304599 0.01070799 0.00550882]
Harris_Texas_UnitedStates,2020-05-25,2020-06-08,"(0.6000000000000001, 0.05)",[0.03359319 0.00831953 0.00658902]
