County,Start date,End date,"w, alpha","beta, gamma, ups"
Riverside_California_UnitedStates,2020-06-26,2020-07-24,"(0.6000000000000001, 0.05)",[0.03360624 0.00644382 0.00597171]
Riverside_California_UnitedStates,2020-07-24,2020-08-21,"(0.6000000000000001, 0.05)",[0.03017193 0.01111773 0.00496602]
Riverside_California_UnitedStates,2020-08-21,2020-09-18,"(0.6000000000000001, 0.05)",[-0.04453271 -0.04720955  0.0027916 ]
Riverside_California_UnitedStates,2020-09-18,2020-10-16,"(0.6000000000000001, 0.05)",[ 0.00329041 -0.00130208  0.00098167]
Riverside_California_UnitedStates,2020-10-16,2020-11-13,"(0.6000000000000001, 0.05)",[ 5.74146325e-03 -7.49102606e-07  1.23516318e-03]
SanJoaquin_California_UnitedStates,2020-05-01,2020-05-29,"(0.05, 0.05)",[0.02729032 0.01675433 0.00216604]
SanJoaquin_California_UnitedStates,2020-05-29,2020-06-26,"(0.6000000000000001, 0.05)",[0.07504178 0.02253778 0.00395257]
SanJoaquin_California_UnitedStates,2020-06-26,2020-07-24,"(0.6000000000000001, 0.05)",[0.05904691 0.00938084 0.00746729]
SanJoaquin_California_UnitedStates,2020-07-24,2020-08-21,"(0.1, 0.05)",[0.03775229 0.01254982 0.00983084]
SanJoaquin_California_UnitedStates,2020-08-21,2020-09-18,"(0.15000000000000002, 0.05)",[-0.05237246 -0.04975608  0.00397333]
SanJoaquin_California_UnitedStates,2020-09-18,2020-10-16,"(0.6000000000000001, 0.05)",[ 0.00170344 -0.00141394  0.00120911]
SanJoaquin_California_UnitedStates,2020-10-16,2020-11-13,"(0.6000000000000001, 0.05)",[ 4.97087350e-03 -2.40484301e-06  1.11014263e-03]
Ventura_California_UnitedStates,2020-05-01,2020-05-29,"(0.6000000000000001, 0.05)",[0.0563562  0.02055391 0.01646195]
Ventura_California_UnitedStates,2020-05-29,2020-06-26,"(0.6000000000000001, 0.05)",[0.05445811 0.0201836  0.00282298]
Ventura_California_UnitedStates,2020-06-26,2020-07-24,"(0.6000000000000001, 0.05)",[0.05583447 0.01563405 0.00506766]
Ventura_California_UnitedStates,2020-07-24,2020-08-21,"(0.6000000000000001, 0.05)",[0.04294544 0.02862212 0.00226126]
Ventura_California_UnitedStates,2020-08-21,2020-09-18,"(0.1, 0.05)",[-0.05114178 -0.04938826  0.00374371]
Ventura_California_UnitedStates,2020-09-18,2020-10-16,"(0.05, 0.05)",[ 0.00351985 -0.00128145  0.00050674]
Ventura_California_UnitedStates,2020-10-16,2020-11-13,"(0.6000000000000001, 0.05)",[ 6.97137376e-03 -1.34101593e-06  3.06888537e-04]
Harris_Texas_UnitedStates,2020-05-01,2020-05-29,"(0.05, 0.05)",[0.02953829 0.00804356 0.00340268]
Harris_Texas_UnitedStates,2020-05-29,2020-06-26,"(0.6000000000000001, 0.05)",[0.0610987  0.01100585 0.0061158 ]
Harris_Texas_UnitedStates,2020-06-26,2020-07-24,"(0.05, 0.05)",[0.04603598 0.00832091 0.00432219]
Harris_Texas_UnitedStates,2020-07-24,2020-08-21,"(0.1, 0.05)",[0.03601416 0.01675259 0.00891158]
Harris_Texas_UnitedStates,2020-08-21,2020-09-18,"(0.05, 0.05)",[-0.04884357  0.00746151  0.00244864]
Harris_Texas_UnitedStates,2020-09-18,2020-10-16,"(0.15000000000000002, 0.05)",[-0.03265701 -0.02868515  0.00094146]
Harris_Texas_UnitedStates,2020-10-16,2020-11-13,"(0.6000000000000001, 0.05)",[ 6.44969340e-03 -3.85451463e-06  6.84822715e-04]
